ADUS,APAM,BLBD,BPOP,BWXT,COLL,CORT,CRS,DORM,EME,EXEL,EXLS,FDS,FN,HALO,HROW,IDCC,IRMD,IRWD,IWO,IWP,KBR,LAMR,LNTH,MIRM,NBIX,NSSC,NTNX,NXT,ONTO,OPCH,OSIS,PEN,POWL,QLYS,SFM,SN,SPSC,STRL,TBBK,TILE,TMDX,TTEK,VTWG,YOU
114.4400024,39.98049927,41.56999969,102.5392609,139.0785828,29.70999908,70.90000153,249.0340729,124.7099991,485.1222534,41.75,48.18000031,416.2531128,258.4299927,53.91999817,31.54000092,220.7989502,57.84854126,0.670000017,277.307312,134.9786682,52.49520111,114.8981171,77.81999969,50.41999817,125,28.22162056,72.40000153,60.75,98.87000275,31.81999969,234.8300018,260.9700012,64.89271545,139.2400055,160.5500031,87.12999725,134.6399994,209.5500031,50.15999985,20.33583641,141.9600067,35.77004623,202.1662903,24.00772667
114.0299988,38.87380219,41.81000137,101.3216019,140.5224457,29.44000053,71.84999847,252.4963379,121.2399979,480.7085266,41.36000061,48.06000137,418.6243896,258.7900085,53.11000061,30.40999985,220.3619995,57.31473923,0.629999995,274.3083801,133.8114471,52.36670685,114.9943237,77.91999817,50.70000076,124.8799973,28.35030556,73.65000153,59.77999878,97.31999969,31.84000015,224.7700043,255.9499969,60.15395737,140.1999969,161.2100067,85.69000244,134.3600006,221.3600006,49.90000153,20.06655121,136.1999969,35.50146866,199.8925323,24.18512535
115.1600037,39.23649979,41.84000015,101.9304276,139.9349518,29.60000038,71.23999786,250.4110107,121.7900009,484.5231018,40.74000168,45.20999908,419.9483337,265.5700073,53.15000153,31.52000046,223.2418976,57.77934647,0.699999988,275.8227844,134.4399261,52.16902542,115.2444687,78.98999786,50.79999924,127.3099976,28.10283279,73.58999634,58.90000153,96.97000122,31.55999947,218.3600006,257.0100098,59.50217056,137.1999969,161.8600006,89.16000366,134.0899963,223.9700012,50.70000076,20.01668549,124,35.32241821,201.1237183,24.26396751
113.7900009,39.7201004,41.97000122,102.6178207,141.7173767,29.82999992,71.37999725,253.154892,123.2300034,484.3433533,40.36999893,43.84999847,417.2806702,266.1900024,52.81000137,30.65999985,225.8338165,57.57175827,0.699999988,275.1352844,133.8313751,48.36359406,115.5330734,79.19000244,50.34000015,126.5500031,27.07335472,72.76000214,57.61999893,95.81999969,31.53000069,214.9499969,256.8699951,58.33493805,135.7299957,165.9600067,90.80000305,133.4700012,217.9700012,51.06999969,20.06655121,123.5599976,35.00410843,200.5756226,24.77644539
113.0100021,39.82239532,42.88000107,105.6030579,141.4584808,29.87999916,74.27999878,260.7878418,124.8700027,493.8998108,43.36999893,43.95000076,431.7947083,269.8699951,52.79999924,31,230.8587341,58.81235123,0.670000017,277.8851929,135.0983582,47.0786438,116.3315735,80.80999756,50.27500153,125.8000031,27.31092834,73.27999878,56.20000076,93.79000092,31.04999924,215.6900024,254.4600067,60.03091812,140.3800049,173.2899933,91.75,136.6499939,222.5,53.56999969,20.69487762,127.5299988,35.20305634,202.5850525,25.90981865
114.0500031,40.65939331,43.18999863,106.1136932,141.7074127,30.11000061,76.76999664,264.9285889,125.0599976,499.9412231,45.72000122,44.52000046,432.3578796,276.5,53.90000153,31.70999908,233.073288,59.7860527,0.730000019,282.5579224,137.5026398,47.26644135,116.9857788,80.94999695,51.11000061,128.1799927,28.00384521,74.26999664,57.25999832,96.79000092,32.25999832,214.2299957,255.7200012,62.67464447,140,166.4700012,94.43000031,136.4799957,229.3800049,54.45999908,21.08384132,132.6399994,35.54125977,205.8578491,26.21533585
113.4199982,40.68729019,42.90999985,106.0842361,140.2635651,29.79000092,73.98999786,263.4120178,121.0800018,501.8585205,43.52999878,43.20999908,434.6006775,285.8900146,52.31999969,31.54999924,228.9023895,59.70697403,0.75,279.0707703,136.5349579,47.50366211,114.7345734,80.55000305,50.13000107,127.7799988,29.21150589,73.41999817,57.56000137,97.04000092,31.79000092,214.5399933,253.2200012,63.26989746,141.1900024,164.6199951,93.37000275,133.6100006,224.6399994,55.33000183,20.42559624,128.5800018,35.79988861,203.5997162,26.52085114
115.6399994,41.41268539,42.84999847,108.1366043,141.2692871,29.89999962,74.33000183,272.7411804,123.4800034,510.2666016,43.09000015,43.83000183,431.7947083,298.9299927,52.52999878,31.35000038,225.6947784,60.01341629,0.779999971,283.5542908,137.7819824,48.46243286,116.5720978,80.73999786,50.56000137,126.7099991,29.51836967,75.27999878,58.58000183,100.2399979,32,224.5099945,253.5800018,66.29938507,141.7799988,160.4400024,94.11000061,134.0700073,228.6499939,57.59000015,20.86442757,130.0599976,35.85956573,206.8128204,26.90521049
115.1200027,41.43128586,43.11999893,108.519577,142.5836945,29.93000031,73.22000122,275.2056885,124.3199997,529.8687744,43.66999817,43.81999969,436.1419678,295.6199951,52.20999908,30.87999916,229.3294067,60.14192581,0.730000019,283.9627686,137.0936279,47.64204407,116.2642365,81.48999786,51.09000015,125.4199982,29.33029175,75.29000092,58.31999969,98.87999725,32.25,224.0500031,256.4299927,70.80535889,141.0299988,162.1300049,96.5,133.1300049,231.5099945,57.11000061,21.02400208,131.4499969,35.45173264,206.9520721,27.22058296
115.1900024,41.2266922,43.15999985,108.224968,143.4500122,29.56999969,73.40000153,275.7644348,122.6699982,534.1327515,44.08000183,43.79000092,441.9219055,294.6799927,52.02000046,30.54000092,222.6758423,59.10396957,0.720000029,284.8096008,138.3506317,47.38504791,116.7548904,81.86000061,50.88999939,125.6900024,29.38968658,76.44000244,54.36999893,100.9300003,32.47999954,224.8600006,256.6300049,69.98396301,142.8699951,164.6399994,98.98999786,136.0899963,230.7299957,56.97000122,20.87440109,134.0099945,35.77004623,207.379837,27.35856056
112.9499969,42.30548477,44.20000076,110.6504822,139.7756195,30.29999924,69.30999756,271.1447144,125.2900009,530.128418,43.61999893,44.59999847,444.9057007,289.1099854,52.91999817,30.77000046,220.3123627,59.81570816,0.699999988,284.1819458,137.3530121,47.59262085,118.4577179,79.41999817,48.38999939,128,29.6569519,75.19000244,57.52000046,100.2300034,31.95000076,226.7400055,250.6799927,69.84762573,144.4700012,162.1000061,99.26000214,138.8699951,222.5399933,58.15999985,21.41296577,130.1000061,35.90930176,207.1311646,27.57537651
110.3700027,43.24478149,45.45000076,111.3869858,140.1739502,30.51000023,71.33999634,274.4373779,127.3099976,541.032959,44.29999924,44.65000153,442.3467407,288.8299866,53.84000015,30.56999969,220.0640717,60.83388901,0.74000001,287.4698181,137.8817444,46.9007225,119.6121826,79.62000275,49.09000015,129.3999939,29.79553604,75.43000031,61.04000092,103.3899994,31.03000069,228.6399994,249.7400055,72.67092133,143.9799957,159.8999939,106.3600006,139.9400024,228.7200012,58.20999908,21.49275398,127.6900024,36.40666199,209.6280212,28.19626999
111.8600006,43.23548126,45.59999847,112.2413101,142.3048706,30.35000038,72.26999664,278.9572754,128.0899963,546.4452515,46.15000153,45.27000046,442.5739746,294.6600037,54,31.75,222.9638367,61.09090424,0.769999981,290.9768677,139.6575165,47.0687561,119.5159836,80.41999817,50.29999924,129.1100006,29.83513451,76.80000305,66.30999756,104.0400009,31.15999985,232.5099945,251.0599976,72.38160706,150.0700073,162.2899933,107.2399979,141.3600006,236.6699982,58.90000153,22.07121277,129.1900024,36.40666199,212.1249084,28.58062744
110.6200027,43.17037582,44.97999954,111.4164429,143.1811371,30.89999962,67.55000305,280.1047363,124.8899994,550.3598022,44.15999985,45.18999863,442.5246277,286.6600037,54.22000122,31.36000061,224.4732971,58.34280777,0.709999979,286.7424927,139.1986084,46.41639328,117.4475632,79.19000244,50.47000122,127.8799973,29.12241554,76.98999786,66.44999695,98.69999695,30.90999985,230.8099976,248.3699951,71.7930069,146.9400024,164.1900024,105.9400024,137.3899994,237,59.52000046,21.66230202,125.1650009,36.2077179,209.3196564,28.28496742
112.0699997,43.38428116,45.20000076,112.3787918,136.7883301,31.56999969,68.16000366,274.8564148,124.0400009,540.5736694,43.50999832,45.09000015,439.2443542,286.3599854,55.79999924,31.01000023,223.6093292,58.63936234,0.75,288.067627,138.5102386,46.81176376,118.8906479,82.41000366,50.27000046,128.7400055,29.47877502,76.12999725,63.93999863,103.3399963,30.85000038,233.8300018,247.8000031,71.96592712,147.7799988,158.8800049,105.5500031,139.6399994,227.0200043,62.45000076,21.59248543,124.7300034,36.17787933,210.1353607,28.19626999
114.4100037,44.02597427,45.09000015,112.0841827,136.9775391,32.36000061,70.88999939,276.133606,126.1500015,545.5066528,44.06999969,45.43000031,442.4455261,285.2099915,56.58000183,31.65999985,225.6505585,59.12868118,0.800000012,291.8636169,139.3582153,47.16759872,119.7565002,83.48999786,53.45999908,133.5099945,29.89452553,76.55000305,63.91999817,102.6800003,30.63999939,235.6399994,244.3899994,70.46948242,146.0099945,159.75,108.75,138.7299957,233.3899994,61.56999969,21.84182167,126.4100037,36.11819458,212.7416687,28.11742401
112.1999969,44.75136948,45.49000168,111.7110367,135.8722382,33,72.01000214,276.1036682,125.1900024,546.8148193,45.16999817,45.13999939,444.5895691,289.25,57.63000107,31.37000084,228.3091278,58.78764343,0.779999971,292.1724548,138.6698608,46.59431076,120.5550003,83.83000183,53.00999832,134.9199982,31.32985878,73.61000061,62.61999893,102.8700027,30.48999977,229.9799957,243.8699951,70.78872681,141.3899994,158.7200012,111.1900024,136,236.2899933,62.59000015,22.21084023,124.7799988,36.3270874,213.0500488,28.66932487
110.9199982,43.6074791,44.95000076,111.3673401,136.4796448,32.52000046,71.87999725,277.3608398,122.5,553.4353638,44.86000061,42.29000092,440.8646851,291.4400024,57.15000153,34.93000031,224.3063354,56.9094429,0.75,287.5893555,137.1834106,45.89253235,120.9013367,81.30999756,52.65999985,133.4600067,30.54784966,72.40000153,61.70000076,101.7600021,29.87999916,212.75,237.9400024,70.70558929,135.6100006,159.6999969,110.9899979,131.7299957,241.7599945,63.08000183,21.29328346,112.4599991,36.39671326,209.7573395,27.96959114
111.75,43.54237747,43.27999878,113.419693,138.062912,32.83000183,72.76999664,277.8098145,122.3199997,556.0716553,45.58000183,43.02999878,434.7389832,296.4599915,57.65000153,35.61999893,225.77005,57.4037056,0.74000001,290.259491,138.6199799,46.33732224,121.2188187,83.05999756,53.27999878,135.1300049,30.27068138,72.45999908,59.86999893,99,30.68000031,212.3000031,239.3200073,70.02054596,139.1900024,164.5399933,111.4499969,140.8800049,241.3099976,65.13999939,21.29328346,116.8799973,37.04328537,211.6374664,28.34409904
109.4300003,42.23108292,42.86000061,109.2953491,136.8679962,32,71.41000366,277.9295654,120.7300034,549.2283325,44.06000137,41.40000153,428.9491882,301.4700012,56.59999847,34.36999893,225.3219604,57.16646194,0.689999998,286.0052185,137.2831573,44.9930687,118.8521652,81.26000214,51.97999954,131.2400055,29.89452553,74.25,62.93000031,99.69000244,30.73999977,208.1199951,236.4100037,70.20012665,137.7100067,164.6499939,110.6999969,138.1100006,238.3999939,67.09999847,20.74474525,115.6800003,36.46634674,208.7028809,28.55105972
108.4400024,43.13317871,42.81999969,109.9238129,139.257843,31.77000046,72.84999847,278.6779175,121.3199997,552.7648315,44.81000137,42.29000092,431.1030273,297.4500122,58.00999832,34.54999924,227.9008942,57.24554062,0.74000001,289.7514038,138.12117,46.22859573,120.362587,74.41000366,52.79999924,133.4799957,30.20139122,73.55000305,61.83000183,98.09999847,30.38999939,212.1100006,234.4100037,72.36165619,138.4700012,167.2700043,110.5100021,140.3500061,243.2299957,67.80999756,21.08384132,113.3199997,36.94380951,211.229599,29.09310722
109.6900024,43.49587631,42.86000061,112.7814026,141.7372894,32.25999832,73.09999847,286.0913391,122.4000015,558.7091064,44.86999893,42.49000168,431.34021,308.3599854,57.81000137,36.13999939,228.528183,56.79082108,0.790000021,293.7765503,139.4979095,46.52511978,120.7474136,73.59999847,52.72999954,134.1100006,30.53795052,74.83999634,60.47999954,98.69999695,29.94000053,213.8200073,230.1000061,78.65008545,139.5500031,169.6100006,114.9599991,142.5,250.6900024,68.94999695,21.04394913,112.5199966,37.81916046,214.1940308,30.71924591
107.0299988,43.10527802,42.75,113.4982529,142.3447113,31.20000076,70.86000061,286.7798462,121.3300018,565.0130615,44.47000122,42.54000092,427.1411133,310.9500122,56.45000076,35.88999939,224.2366333,56.03953934,0.769999981,291.6842957,140.3059692,46.02102661,120.1894226,70.18000031,51.93000031,132.0200043,30.06280899,75.55000305,60.52999878,96.94999695,29.47999954,211.3800049,230.3800049,75.90325928,139.3099976,165.6499939,115.0599976,138.9799957,250.9499969,67.62000275,20.53530312,109.8799973,37.96836472,212.6620636,29.93081474
107.4000015,42.09157944,42.88999939,112.9188766,139.7656708,30.90999985,70.12000275,280.3641357,121.4499969,559.8980103,44.25999832,42.59000015,418.0117798,309.5,55.91999817,37.08000183,225.4912567,55.54527283,0.75999999,289.4026794,139.5078583,45.45762253,119.3331833,71.55999756,51.95000076,131.8300018,30.13209915,75.15000153,61.52999878,99.63999939,29.17000008,215.8899994,228.8600006,73.46238708,139.5099945,166.2100067,114.8099976,137.5399933,247.6499939,69.23000336,20.33583641,103.6100006,37.7097435,211.1102448,29.11281967
108.7099991,42.97507858,43.95000076,113.1447449,139.4470367,31.63999939,69.08000183,273.8088074,122.1100006,558.4393921,44.47000122,43.27000046,412.2318726,300.7900085,57.54000092,36.11000061,225.4812775,55.65401077,0.779999971,289.9506531,139.6674805,46.52511978,120.4203033,72.33999634,52.18999863,132.75,30.00341415,74.37000275,62.09999847,96.79000092,29.78000069,217.0700073,231.8800049,73.49563599,141.0599976,164.4799957,117.1500015,137.5700073,242.0099945,69.51000214,20.66495895,105.5999985,37.90868759,211.5578766,29.41833496
110.3899994,43.61677551,45.54000092,113.5080643,142.7629242,32.40999985,68.38999939,273.2200928,123.0100021,573.1051025,45.40000153,42.81000137,411.2734985,305.2000122,58.56000137,36.95000076,226.5666046,56.34598541,0.870000005,295.0717773,141.0242615,46.98968124,121.4689484,73.30999756,53.04999924,133.6600037,30.24098396,74.37999725,62.95000076,97.16999817,30.13999939,226.6600037,233.3899994,78.13130951,140.3399963,163.3399963,119.4599991,140.2599945,253.1399994,69.5,21.06389618,109.9700012,38.13747025,215.1689148,30.35459709
108.1600037,43.24478149,45.34999847,112.3100433,143.2309418,32.11000061,67.58999634,272.3619995,121.5599976,578.2401733,44.79000092,42.40000153,416.4111938,304.8500061,58.77000046,37.24000168,223.6292267,55.95056915,0.819999993,291.6942139,140.4356689,46.54489136,120.2375183,70.93000031,52.16999817,131.6399994,29.39958382,74,63.40999985,98.25,29.46999931,224.0299988,230.1799927,79.86386108,139.1499939,164.3999939,118.3300018,137.7899933,252.6799927,69.62000275,20.61509132,106.7900009,38.06784058,212.592453,29.52674484
109.4300003,43.38428116,46.04999924,113.2527542,147.3334961,31.78000069,68.29000092,275.8242798,122.0500031,634.4458008,45.59999847,42.86000061,414.5142212,308.8900146,58.24000168,36.18999863,223.4201355,55.67378235,0.819999993,292.9197083,141.9720001,46.60419846,120.6608276,72.93000031,51.83000183,132.1399994,30.11230087,74.69000244,64.52999878,99.44000244,29.69000053,226.0800018,233.1000061,82.59404755,136.8099976,161.0700073,120.3399963,136.4900055,268.1400146,63.66999817,20.84448051,108.1200027,38.09768295,213.6369629,29.30006981
109.1100006,43.09597778,46.11999893,113.2331161,149.1955719,31.36000061,69.15000153,275.6945496,122.2099991,631.0490723,44.38999939,42.22000122,409.1789246,316.6400146,57.72999954,34.86000061,221.1598511,56.45471954,0.800000012,292.8400269,142.0218964,46.0803299,119.8815613,72.41000366,51.49000168,133.7100067,30.71613121,74.27999878,65.41000366,101.8399963,29.77000046,224.0700073,230.1699982,80.61208344,137.3000031,159.6000061,120.0100021,140.2100067,263.5899963,64.08000183,20.89434814,105.2399979,37.36159134,213.4181061,29.66471863
107.8899994,42.51938248,45.25999832,112.7519455,149.6436768,31.20999908,68.19999695,274.6469116,121.8600006,635.614624,36.93999863,42.20000076,410.5126953,320.7999878,59.04999924,34.52999878,220.4031067,57.13680267,0.889999986,290.8772583,141.1838837,46.04079437,119.8334503,72.19999695,51.16999817,134.1900024,30.57754707,75.55000305,64.90000153,100.9199982,30.12999916,225.2200012,227.1499939,77.58925629,137.4299927,156.9400024,118.5500031,140.1000061,264.0799866,64.91999817,21.06389618,104.8300018,37.34170151,212.0850983,29.21137238
107.8799973,41.50569153,45.02000046,112.1431046,151.7347717,30.70000076,69.91000366,282.9982605,120.6299973,638.711731,36.84999847,42.79000092,404.2585449,320.6600037,60.08000183,32.68999863,244.1311493,57.70026398,0.829999983,291.8337402,142.0817413,44.9930687,118.2460785,71.83999634,51.11999893,136.7599945,30.63694191,76.75,58.88000107,102.3099976,30.63999939,223.5399933,254.2100067,76.69470978,135.5299988,158.0599976,116.9899979,139.5599976,263.3500061,62.99000168,20.58517265,107.6999969,36.94380951,212.691925,29.30992508
106.7799988,42.08228683,44.79000092,112.5162659,151.2866821,29.86000061,67.16999817,248.8345184,120.6200027,626.8831177,36.22000122,43.43000031,398.0735474,323.730011,59.97000122,31.76000023,257.095459,57.67060089,0.75999999,289.0838928,141.0841217,46.19894409,117.6111145,71.19000244,51.68000031,128.2299957,30.2211895,75.16999817,58.25999832,94.75,29.35000038,221.0099945,252.2700043,78.84627533,133.0700073,151.5399933,116.0999985,108.8700027,267.5899963,63.15999985,20.56522369,118.9700012,36.54592514,210.7919006,28.98469734
104.9599991,41.70098495,43.33000183,111.1513062,148.8669739,30.06999969,69,257.2058411,119.1299973,624.0658569,37.25999832,42.15999985,386.6421204,315.2000122,59.02000046,31.22999954,251.7185669,65.41075897,0.769999981,283.4048157,138.839447,45.95183945,116.3219681,70.56999969,52.02000046,128.9100037,29.92422295,72.11000061,56.56999969,94.30000305,28.26000023,219.5700073,243.0099945,75.70706177,130.5299988,154.0800018,112.3199997,103.8799973,263.0499878,62.49000168,24.54462433,120.5500031,35.69046783,206.9322052,28.42294121
106.9599991,43.33777618,44.13000107,112.9876175,153.8557587,31.09000015,71.76999664,252.4464417,124.6600037,628.6113892,36.81000137,42.56999969,391.4143066,329.5700073,59.99000168,33.41999817,269.2930603,69.87890625,0.75,290.5684204,141.6926727,47.52342987,119.0157166,71.45999908,52.24000168,128.0399933,30.67653656,73.76000214,56.30500031,97.19999695,28.26000023,221.6900024,240.3899994,76.54174805,135.8200073,153.8099976,116.2699966,107.0899963,271.7399902,64.48000336,25.18292618,128.5,36.35692596,211.7767334,29.55631065
116.5699997,43.44937515,43.61000061,113.3509521,181.2293701,31.10000038,70.44999695,257.3554993,133.2299957,624.3955688,37.45999908,42.47000122,382.8679199,328.1000061,60.81000137,33.45000076,268.4466858,68.77175903,0.800000012,291.9034729,140.2461243,49.07526016,120.8243713,72.62999725,51.84000015,128.3899994,30.15189362,73.30000305,56.02000046,94.75,28.10000038,219.6399994,240.1000061,78.5602951,130.6100006,149.2400055,115.4499969,109.1999969,296.5799866,64.84999847,25.39236641,125.7399979,37.17259216,212.8013458,31.37955666
114.9400024,43.02157974,44.13999939,112.2511292,178.9789429,29.75,70.51999664,253.2745972,141.0899963,621.6681519,37.70999908,42.75999832,387.21521,332.4500122,62.31999969,33.02000046,269.0939331,69.51315308,0.810000002,290.7477417,140.7150116,49.04560471,119.8334503,51.86999893,53.38999939,128.4299927,29.2906971,75.69999695,54.61999893,90,27.90999985,221.0500031,239.9900055,75.766922,130.3300018,150.75,114.1600037,110.4000015,299.4200134,62.75999832,25.64170074,118.8000031,37.07312012,212.0353699,32.0398674
109.0999985,42.09157944,52.31000137,111.583374,178.7698059,32.93999863,71.48000336,254.022934,134.7100067,616.9127808,37.38999939,42.06000137,382.0379639,335.1099854,62.09999847,33.20999908,264.8421936,68.17863464,0.879999995,289.9905396,139.9767609,49.27293777,120.016243,54.86000061,59.81999969,125.5999985,29.27089882,72.58000183,55.72000122,92.68000031,27.89999962,223.9299927,240.7400055,77.6191864,128.6300049,151.2899933,115.1999969,108.9400024,299.6400146,62.54999924,24.81390762,116.0500031,37.04328537,211.2097321,31.468256
110.1900024,42.87277985,55.34000015,112.8795929,178.4312592,34.93000031,72.30000305,248.1859741,139.5700073,617.6220703,37.72000122,42.20000076,377.8487549,343.9899902,62.90000153,34.43000031,263.0797424,69.12761688,0.899999976,290.46875,138.3007507,49.30259705,111.1172485,57.20000076,59.97000122,125.0100021,29.59756088,71.59999847,56.20999908,102.8799973,28.20000076,225.9400024,240.4900055,81.09095764,128.4600067,148.9900055,116.0599976,106.25,302.6900024,62.77999878,24.803936,114.5,36.67523575,211.5777893,31.55695534
111.9499969,43.40287781,54.68999863,112.5653534,177.1367645,36.13999939,71.97000122,247.7968597,142.8600006,614.095459,37.40999985,42.06000137,373.0469971,332.4100037,62.88999939,33.74000168,265.1707764,69.19682312,0.839999974,290.6580505,137.9416199,48.76884842,110.6169891,56.06999969,65.87000275,123.9800034,29.41938019,68.80000305,53.79999924,104.6600037,27.85000038,224.2200012,239.5,88.06773376,127.8899994,148.7400055,114.8600006,104.6699982,289.8599854,64.16000366,24.8438282,127.2600021,36.62549973,211.5081329,31.64565277
113.0599976,44.23057556,56.49000168,115.1480026,178.7498932,37.86999893,73.58999634,256.7368774,149.6799927,631.958252,37.95000076,42.54000092,366.2987976,348.3299866,64.04000092,34.83000183,272.4494934,72.16239166,0.980000019,298.4393616,139.9169006,49.21363831,112.8489456,53.90000153,64.72000122,128.8899994,30.64683723,69.34999847,54.5,110.2099991,28.54000092,233.1799927,248.5500031,89.8468399,129.4499969,147.8300018,116.7799988,108.4800034,308.3999939,67.16999817,26.00074577,131.1300049,36.54592514,217.5464172,32.80858994
116.3300018,44.95597076,56.47999954,116.7290039,176.0115509,37.86000061,72.80000305,249.6227722,156.2599945,616.1135864,38.49000168,43.20999908,371.6933899,337.3099976,65.12999725,36.5,274.928833,70.18535614,1.090000033,303.6900024,140.7948303,49.8758812,116.8895645,53.79000092,65.13999939,131.6199951,32.12176514,70.19000244,55.29000092,111.4599991,28.53000069,236.0500031,257.3800049,86.36510468,132.1799927,146.1799927,120.9899979,115.3499985,292.4700012,68.05000305,27.15766335,132.0399933,36.93386459,221.5155334,33.62658691
113.8600006,44.44447327,56.43999863,117.1316147,173.9602509,37.15999985,72,245.9210205,155.8200073,609.1602783,38.47000122,42.84000015,370.4682312,322.0799866,65.54000092,40.00999832,268.5960388,69.3451004,1.070000052,299.3460388,139.4480133,49.25317383,116.6202011,54.47000122,64.83000183,131.3099976,30.78542137,68.61000061,53.99000168,110.0299988,28.40999985,233.4900055,253.2100067,84.96509552,129.1600037,143.4100037,119.3000031,113.5400009,282.1400146,67.80999756,26.6689682,129.7400055,35.67057419,218.4615936,33.30135727
115.1100006,43.81171036,57.36999893,115.8746643,172.7653503,37.74000168,71.75,242.6184235,152.4799957,605.0342407,38.31000137,42.34000015,365.1921692,329.7999878,67.26999664,38.81999969,267.5903625,69.57245636,1.029999971,298.2600098,139.527832,49.02583313,118.5923996,54.18000031,67.93000031,132.8999939,30.18159294,68.68000031,60.58000183,106.9499969,28.31999969,234.2700043,253.0200043,84.67910767,129.1499939,145.6399994,118.9599991,112.0400009,275.3500061,66.11000061,26.5492878,127.5500031,35.67555237,217.6060944,33.04511642
114.1900024,43.53783035,58.5,116.0808868,170.4618225,38.18999863,71.76000214,246.0108337,152.4700012,612.3272095,37.75999832,43.18000031,366.7038879,327.1199951,68.95999908,38.31999969,268.7155151,69.47337341,1.129999995,299.7047119,140.4855499,49.20375061,116.7741241,55.97000122,66.68000031,133.1399994,30.33997345,69.45999908,67.69999695,108.6600037,28.19000053,231.2200012,255.3500061,86.36510468,130.6499939,144.6100006,119.3199997,114.5,283.2000122,65.44999695,26.68891335,125.6500015,35.48621368,218.650589,33.01555634
115.6800003,43.01839447,57.04000092,117.0432358,165.2963104,37.63000107,70.19000244,241.0818176,154.7899933,606.5128174,37.52000046,43.20000076,369.6185303,285.230011,69.98000336,38.22999954,259.2163391,69.36437225,1.070000052,295.5101929,139.4280548,49.29270554,115.9756241,55.15000153,65.16000366,132.8099976,30.48845673,67.91000366,66.55999756,107.5500031,28.54999924,226.9100037,253.1999969,84.49952698,133.1000061,147.25,119.3399963,113.8899994,276.019989,65.83000183,26.9083271,122.6800003,35.81506348,215.2982178,33.50832367
114.8499985,42.66896057,55.22000122,117.1905212,163.1024628,38.36999893,70.40000153,239.5552368,154.0500031,604.5447388,37.86000061,43.29000092,382.9963379,280.3299866,71.12999725,38.22999954,258.8479309,69.18599701,1.100000024,294.5337524,139.2883911,49.04560471,117.9574585,56.13999939,66.70999908,133.2299957,29.8846283,69.62999725,66.12999725,105.9300003,27.21999931,223.3899994,255.7200012,82.06539917,132.1100006,151.0599976,119.5899963,111.4400024,274.8900146,66.47000122,26.37973785,121.8799973,35.53603745,214.9401093,33.0943985
114.1800003,42.4423027,54.68000031,116.8566589,164.8774872,39.52000046,70.98000336,240.7924805,153.1199951,610.2592163,38.70999908,43.65000153,372.4443054,277.0400085,71.61000061,38.15999985,257.434021,69.88955688,1.179999948,296.0282593,138.9192657,49.02583313,117.7746658,59.15999985,69.05999756,135.2799988,30.08260345,67.94000244,64.04000092,105.4599991,27.84000015,217.8899994,251.3699951,83.53347015,130.6199951,148.4100037,115.8199997,113.3099976,278.0299988,67.52999878,26.09050751,118.8099976,35.68552017,215.7060699,34.21791458
118.4100037,44.12337112,55.31000137,119.7436981,162.6337738,39.11000061,70.33000183,243.3467712,162.7299957,609.6497803,38.63000107,44.04999924,377.0484619,294.3500061,71.81999969,39.11999893,265.1309204,72.00021362,1.269999981,306.1509094,141.3135834,50.46893692,121.9692154,58.20999908,71.51999664,135.4299927,31.37935448,68.79000092,68.76999664,108.5,28.73999977,228.6999969,264.7399902,87.53487396,134.5399933,146.2799988,116.9199982,115.8199997,279.5799866,72.73000336,27.18758583,119.8499985,36.69200516,223.226532,35.83419418
116.6500015,43.87781906,56.24000168,120.6471329,162.3844757,38.77000046,68.81999969,241.0918121,163.1900024,608.5708008,37.90000153,43.86000061,378.0661011,312.2799988,72.20999908,37.36000061,264.07547,70.85074615,1.269999981,302.9028625,140.4057465,50.39974594,120.833992,56.15999985,71.80999756,133.9900055,33.29972839,67.98000336,67.58999634,108.3199997,28.05999947,225.1900024,264.1700134,86.00688171,132.4900055,145.3099976,115.8000031,112.2300034,286.4899902,74.18000031,26.60912514,114.9700012,36.21367264,220.868927,35.50896454
114.1500015,44.40669632,56.83000183,121.3345184,166.054184,38.58000183,69.56999969,241.5711365,163.8800049,618.2415161,38.34000015,43.58000183,375.447876,330.6600037,72.93000031,38.56999969,265.6984863,72.02994537,1.269999981,305.5431824,141.3035889,50.59742737,120.535759,55.65999985,74.19999695,136.8399963,37.021698,68.09999847,68.58000183,108.8899994,27.92000008,230.7799988,266,90.95703888,131.4900055,144.2799988,118.5500031,111.2900009,292.9500122,75.81999969,26.84848785,115.1800003,36.68204117,222.8385773,35.84404755
115.5100021,44.79391098,58.16999817,122.6012802,165.1367645,38.79000092,69.73000336,238.1459351,163.5599976,623.3964844,38.50999832,44.06999969,375.6652222,332.3399963,73.18000031,38.79000092,268.5263367,73.17940521,1.25999999,307.4560852,142.0917053,51.01256943,122.7100067,56.84000015,74.65000153,138.1300049,38.02148438,69.59999847,67.69000244,107.9899979,28.59000015,230.3800049,266.9299927,91.33654022,134.6600037,144.5899963,120.2900009,112.9400024,289.3599854,76.88999939,27.03798294,117.3799973,36.85145187,224.3605652,36.02144241
